product_id|modifier_id|group_name|modifier_min|modifier_max|options
18118142881|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747399|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747399|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747405|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747405|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747427|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747427|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747379|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747379|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747395|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747395|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747378|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747378|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747408|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747408|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747400|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747400|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747412|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747412|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747377|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747377|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747442|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747442|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747388|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747388|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747387|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747387|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747401|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747401|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747385|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747385|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747437|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747437|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747424|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747424|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747384|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747384|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747440|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747440|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747413|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747413|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
10521747415|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
10521747415|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
18595268371|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
18595268371|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
18594062556|10521747445|Additional Sides|0||[{'option_name': 'Single Idli', 'option_price': 250}, {'option_name': 'Single Vada', 'option_price': 250}, {'option_name': 'Yogurt Rice 16Oz', 'option_price': 715}, {'option_name': 'Bisibele Bath 16Oz', 'option_price': 715}, {'option_name': 'Tamarind Rice 16Oz', 'option_price': 715}]
18594062556|10521747444|Additional Drinks|0||[{'option_name': 'Coke', 'option_price': 175}, {'option_name': 'Diet Coke', 'option_price': 175}, {'option_name': 'Sprite', 'option_price': 175}, {'option_name': 'Butter MIlk', 'option_price': 299}, {'option_name': 'Tea', 'option_price': 250}, {'option_name': 'Filter Coffee', 'option_price': 325}]
